N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE01;PARACETAMOL
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE03;FENACETINA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE04;BUCETINA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE05;PROPACETAMOL
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE51;PARACETAMOL, COMBINACIONES EXCLUIDOS PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE53;FENACETINA, COMBINACIONES EXCLUIDOS PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE54;BUCETINA, COMBINACIONES EXCLUIDOS PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE71;PARACETAMOL, COMBINACIONES CON PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE73;FENACETINA, COMBINACIONES CON PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BE;ANILIDAS;N02BE74;BUCETINA, COMBINACIONES CON PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG02;RIMAZOLIO
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG03;GLAFENINA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG04;FLOCTAFENINA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG05;VIMINOL
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG06;NEFOPAM
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG07;FLUPIRTINA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG08;ZICONOTIDA
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG09;METOXIFLURANO
N;SISTEMA NERVIOSO;N02B;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG;OTROS ANALGÉSICOS Y ANTIPIRÉTICOS;N02BG10;CANNABINOIDES
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA01;DIHIDROERGOTAMINA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA02;ERGOTAMINA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA04;METISERGIDA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA07;LISURIDA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA51;DIHIDROERGOTAMINA, COMBINACIONES
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA52;ERGOTAMINA, COMBINACIONES EXCLUIDOS PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CA;ALCALOIDES DEL ERGOT;N02CA72;ERGOTAMINA, COMBINACIONES CON PSICOLÉPTICOS
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CB;DERIVADOS CORTICOSTEROIDEOS;N02CB01;FLUMEDROXONA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC01;SUMATRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC02;NARATRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC03;ZOLMITRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC04;RIZATRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC05;ALMOTRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC06;ELETRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CC;AGONISTAS SELECTIVOS DE SEROTONINA (5-HT1);N02CC07;FROVATRIPTÁN
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CX;OTROS PREPARADOS ANTIMIGRAÑOSOS;N02CX01;PIZOTIFENO
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CX;OTROS PREPARADOS ANTIMIGRAÑOSOS;N02CX02;CLONIDINA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CX;OTROS PREPARADOS ANTIMIGRAÑOSOS;N02CX03;IPRAZOCROMO
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CX;OTROS PREPARADOS ANTIMIGRAÑOSOS;N02CX05;DIMETOTIAZINA
N;SISTEMA NERVIOSO;N02C;PREPARADOS ANTIMIGRAÑOSOS;N02CX;OTROS PREPARADOS ANTIMIGRAÑOSOS;N02CX06;OXETORONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AA;BARBITÚRICOS Y DERIVADOS;N03AA01;METILFENOBARBITAL
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AA;BARBITÚRICOS Y DERIVADOS;N03AA02;FENOBARBITAL
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AA;BARBITÚRICOS Y DERIVADOS;N03AA03;PRIMIDONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AA;BARBITÚRICOS Y DERIVADOS;N03AA04;BARBEXACLONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AA;BARBITÚRICOS Y DERIVADOS;N03AA30;METARBITAL
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB01;ETOTOÍNA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB02;FENITOÍNA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB03;AMINO (DIFENILHIDANTOÍNA) ÁCIDO VALÉRICO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB04;MEFENITOÍNA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB05;FOSFENITOÍNA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB52;FENITOÍNA, COMBINACIONES CON
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AB;DERIVADOS DE LA HIDANTOÍNA;N03AB54;MEFENITOÍNA, COMBINACIONES CON
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AC;DERIVADOS DE LA OXAZOLIDINA;N03AC01;PARAMETADIONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AC;DERIVADOS DE LA OXAZOLIDINA;N03AC02;TRIMETADIONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AC;DERIVADOS DE LA OXAZOLIDINA;N03AC03;ETADIONA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AD;DERIVADOS DE LA SUCCINIMIDA;N03AD01;ETOSUXIMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AD;DERIVADOS DE LA SUCCINIMIDA;N03AD02;FENSUXIMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AD;DERIVADOS DE LA SUCCINIMIDA;N03AD03;MESUXIMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AD;DERIVADOS DE LA SUCCINIMIDA;N03AD51;ETOSUXIMIDA, COMBINACIONES CON
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AE;DERIVADOS DE LA BENZODIAZEPINA;N03AE01;CLONAZEPAM
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AF;DERIVADOS DE LA CARBOXAMIDA;N03AF01;CARBAMAZEPINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AF;DERIVADOS DE LA CARBOXAMIDA;N03AF02;OXCARBAZEPINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AF;DERIVADOS DE LA CARBOXAMIDA;N03AF03;RUFINAMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AF;DERIVADOS DE LA CARBOXAMIDA;N03AF04;ESLICARBAZEPINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG01;ÁCIDO VALPROICO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG02;VALPROMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG03;ÁCIDO AMINOBUTÍRICO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG04;VIGABATRINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG05;PROGABIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AG;DERIVADOS DE LOS ÁCIDOS GRASOS;N03AG06;TIAGABINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX03;SULTIAMO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX07;FENACEMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX09;LAMOTRIGINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX10;FELBAMATO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX11;TOPIRAMATO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX12;GABAPENTINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX13;FENETURIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX14;LEVETIRACETAM
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX15;ZONISAMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX16;PREGABALINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX17;ESTIRIPENTOL
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX18;LACOSAMIDA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX19;CARISBAMATO
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX21;RETIGABINA
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX22;PERAMPANEL
N;SISTEMA NERVIOSO;N03A;ANTIEPILÉPTICOS;N03AX;OTROS ANTIEPILÉPTICOS;N03AX30;BECLAMIDA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA01;TRIHEXIFENIDILO
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA02;BIPERIDENO
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA03;METIXENO
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA04;PROCICLIDINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA05;PROFENAMINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA08;DEXETIMIDA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA09;FENGLUTARIMIDA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA10;MAZATICOL
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA11;BORNAPRINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AA;AMINAS TERCIARIAS;N04AA12;TROPATEPINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AB;ÉSTERES QUÍMICAMENTE RELACIONADOS A ANTIHISTAMÍNICOS;N04AB01;ETANAUTINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AB;ÉSTERES QUÍMICAMENTE RELACIONADOS A ANTIHISTAMÍNICOS;N04AB02;ORFENADRINA (CLORURO)
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AC;ÉSTERES DE TROPINA O DERIVADOS DE LA TROPINA;N04AC01;BENZATROPINA
N;SISTEMA NERVIOSO;N04A;AGENTES ANTICOLINÉRGICOS;N04AC;ÉSTERES DE TROPINA O DERIVADOS DE LA TROPINA;N04AC30;ETILBENZATROPINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA01;LEVODOPA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA02;LEVODOPA CON INHIBIDOR DE LA DECARBOXILASA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA03;LEVODOPA, INHIBIDOR DE LA DECARBOXILASA E INHIBIDOR DE LA COMT
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA04;MELEVODOPA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA05;MELEVODOPA CON INHIBIDOR DE LA DECARBOXILASA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BA;DOPA Y DERIVADOS DE LA DOPA;N04BA06;ETILEVODOPA CON INHIBIDOR DE LA DECARBOXILASA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BB;DERIVADOS DEL  ADAMANTANO;N04BB01;AMANTADINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC01;BROMOCRIPTINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC02;PERGOLIDA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC03;DIHIDROERGOCRIPTINA, MESILATO DE
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC04;ROPINIROL
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC05;PRAMIPEXOL
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC06;CABERGOLINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC07;APOMORFINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC08;PIRIBEDIL
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BC;AGONISTAS DOPAMINÉRGICOS;N04BC09;ROTIGOTINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BD;INHIBIDORES DE LA MONOAMINOXIDASA B;N04BD01;SELEGILINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BD;INHIBIDORES DE LA MONOAMINOXIDASA B;N04BD02;RASAGILINA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BX;OTROS AGENTES DOPAMINÉRGICOS;N04BX01;TOLCAPONA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BX;OTROS AGENTES DOPAMINÉRGICOS;N04BX02;ENTACAPONA
N;SISTEMA NERVIOSO;N04B;AGENTES DOPAMINÉRGICOS;N04BX;OTROS AGENTES DOPAMINÉRGICOS;N04BX03;BUDIPINO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA01;CLORPROMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA02;LEVOMEPROMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA03;PROMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA04;ACEPROMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA05;TRIFLUPROMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA06;CIAMEMAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AA;FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA;N05AA07;CLORPROETAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB01;DIXIRAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB02;FLUFENAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB03;PERFENAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB04;PROCLORPERAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB05;TIOPROPAZATO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB06;TRIFLUOPERAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB07;ACETOFENAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB08;TIOPROPERAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB09;BUTAPERAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AB;FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA;N05AB10;PERAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AC;FENOTIAZINAS CON ESTRUCTURA PIPERIDÍNICA;N05AC01;PERICIAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AC;FENOTIAZINAS CON ESTRUCTURA PIPERIDÍNICA;N05AC02;TIORIDAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AC;FENOTIAZINAS CON ESTRUCTURA PIPERIDÍNICA;N05AC03;MESORIDAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AC;FENOTIAZINAS CON ESTRUCTURA PIPERIDÍNICA;N05AC04;PIPOTIAZINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD01;HALOPERIDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD02;TRIFLUPERIDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD03;MELPERONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD04;MOPERONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD05;PIPAMPERONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD06;BROMPERIDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD07;BENPERIDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD08;DROPERIDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AD;DERIVADOS DE LA BUTIROFENONA;N05AD09;FLUANISONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AE;DERIVADOS DEL INDOL;N05AE01;OXIPERTINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AE;DERIVADOS DEL INDOL;N05AE02;MOLINDONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AE;DERIVADOS DEL INDOL;N05AE03;SERTINDOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AE;DERIVADOS DEL INDOL;N05AE04;ZIPRASIDONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AE;DERIVADOS DEL INDOL;N05AE05;LURASIDONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AF;DERIVADOS DEL TIOXANTENO;N05AF01;FLUPENTIXOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AF;DERIVADOS DEL TIOXANTENO;N05AF02;CLOPENTIXOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AF;DERIVADOS DEL TIOXANTENO;N05AF03;CLORPROTIXENO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AF;DERIVADOS DEL TIOXANTENO;N05AF04;TIOTIXENO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AF;DERIVADOS DEL TIOXANTENO;N05AF05;ZUCLOPENTIXOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AG;DERIVADOS DE LA DIFENILBUTILPIPERIDINA;N05AG01;FLUSPIRILENO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AG;DERIVADOS DE LA DIFENILBUTILPIPERIDINA;N05AG02;PIMOZIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AG;DERIVADOS DE LA DIFENILBUTILPIPERIDINA;N05AG03;PENFLURIDOL
